id,app_id,imei,iccid,packet_number,data_send_time,date_id,measure,voltage,rssi,network
6499333,map16-uu-ultrasonic-live-4G,860548046677552,8942310220000537567F,21,"2021-01-26 08:48:06","2021-01-26 08:29:48",4960,3.63,14,"FDD LTE"
6499334,map16-uu-ultrasonic-live-4G,860548046677552,8942310220000537567F,22,"2021-01-26 08:48:06","2021-01-26 08:31:48",4960,3.63,14,"FDD LTE"
6499335,map16-uu-ultrasonic-live-4G,860548046677552,8942310220000537567F,23,"2021-01-26 08:48:06","2021-01-26 08:33:48",4960,3.63,14,"FDD LTE"
6499336,map16-uu-ultrasonic-live-4G,860548046677552,8942310220000537567F,24,"2021-01-26 08:48:06","2021-01-26 08:35:48",4962,3.63,14,"FDD LTE"
6499337,map16-uu-ultrasonic-live-4G,860548046677552,8942310220000537567F,25,"2021-01-26 08:48:06","2021-01-26 08:37:48",4960,3.63,14,"FDD LTE"
6499338,map16-uu-ultrasonic-live-4G,860548046677552,8942310220000537567F,26,"2021-01-26 08:48:06","2021-01-26 08:39:48",4961,3.63,14,"FDD LTE"
6499339,map16-uu-ultrasonic-live-4G,860548046677552,8942310220000537567F,27,"2021-01-26 08:48:06","2021-01-26 08:41:48",4962,3.63,14,"FDD LTE"
6499340,map16-uu-ultrasonic-live-4G,860548046677552,8942310220000537567F,28,"2021-01-26 08:48:06","2021-01-26 08:43:48",4962,3.63,14,"FDD LTE"
6499341,map16-uu-ultrasonic-live-4G,860548046677552,8942310220000537567F,29,"2021-01-26 08:48:06","2021-01-26 08:45:48",4960,3.63,14,"FDD LTE"
6499342,map16-uu-ultrasonic-live-4G,860548046677552,8942310220000537567F,30,"2021-01-26 08:48:06","2021-01-26 08:47:48",4962,3.63,14,"FDD LTE"
6499349,map16-uu-ultrasonic-live-4G,860548047917452,8942310220000886584F,7,"2021-01-26 08:48:10","2021-01-26 08:01:52",2670,3.6,19,"FDD LTE"
6499350,map16-uu-ultrasonic-live-4G,860548047917452,8942310220000886584F,8,"2021-01-26 08:48:10","2021-01-26 08:03:52",2680,3.6,19,"FDD LTE"
6499351,map16-uu-ultrasonic-live-4G,860548047917452,8942310220000886584F,9,"2021-01-26 08:48:10","2021-01-26 08:05:52",2675,3.6,19,"FDD LTE"
6499352,map16-uu-ultrasonic-live-4G,860548047917452,8942310220000886584F,10,"2021-01-26 08:48:10","2021-01-26 08:07:52",2664,3.6,19,"FDD LTE"
6499353,map16-uu-ultrasonic-live-4G,860548047917452,8942310220000886584F,11,"2021-01-26 08:48:10","2021-01-26 08:09:52",2696,3.6,19,"FDD LTE"
6499354,map16-uu-ultrasonic-live-4G,860548047917452,8942310220000886584F,12,"2021-01-26 08:48:10","2021-01-26 08:11:52",2677,3.6,19,"FDD LTE"
6499355,map16-uu-ultrasonic-live-4G,860548047917452,8942310220000886584F,13,"2021-01-26 08:48:10","2021-01-26 08:13:52",2677,3.6,19,"FDD LTE"
6499356,map16-uu-ultrasonic-live-4G,860548047917452,8942310220000886584F,14,"2021-01-26 08:48:10","2021-01-26 08:15:52",2659,3.6,19,"FDD LTE"
6499357,map16-uu-ultrasonic-live-4G,860548047917452,8942310220000886584F,15,"2021-01-26 08:48:10","2021-01-26 08:17:52",2720,3.6,19,"FDD LTE"
6499358,map16-uu-ultrasonic-live-4G,860548047917452,8942310220000886584F,16,"2021-01-26 08:48:10","2021-01-26 08:19:52",2653,3.6,19,"FDD LTE"
6499359,map16-uu-ultrasonic-live-4G,860548047917452,8942310220000886584F,17,"2021-01-26 08:48:10","2021-01-26 08:21:52",2663,3.61,19,"FDD LTE"
6499360,map16-uu-ultrasonic-live-4G,860548047917452,8942310220000886584F,18,"2021-01-26 08:48:10","2021-01-26 08:23:52",2645,3.61,19,"FDD LTE"
6499361,map16-uu-ultrasonic-live-4G,860548047917452,8942310220000886584F,19,"2021-01-26 08:48:10","2021-01-26 08:25:52",2650,3.61,19,"FDD LTE"
6499362,map16-uu-ultrasonic-live-4G,860548047917452,8942310220000886584F,20,"2021-01-26 08:48:10","2021-01-26 08:27:52",2740,3.61,19,"FDD LTE"
6499363,map16-uu-ultrasonic-live-4G,860548047917452,8942310220000886584F,21,"2021-01-26 08:48:10","2021-01-26 08:29:52",2678,3.61,19,"FDD LTE"
6499364,map16-uu-ultrasonic-live-4G,860548047917452,8942310220000886584F,22,"2021-01-26 08:48:10","2021-01-26 08:31:52",2652,3.61,19,"FDD LTE"
6499365,map16-uu-ultrasonic-live-4G,860548047917452,8942310220000886584F,23,"2021-01-26 08:48:10","2021-01-26 08:33:52",2662,3.61,19,"FDD LTE"
6499366,map16-uu-ultrasonic-live-4G,860548047917452,8942310220000886584F,24,"2021-01-26 08:48:10","2021-01-26 08:35:52",2699,3.61,19,"FDD LTE"
6499367,map16-uu-ultrasonic-live-4G,860548047917452,8942310220000886584F,25,"2021-01-26 08:48:10","2021-01-26 08:37:52",2672,3.62,19,"FDD LTE"
6499368,map16-uu-ultrasonic-live-4G,860548047917452,8942310220000886584F,26,"2021-01-26 08:48:10","2021-01-26 08:39:52",2681,3.62,19,"FDD LTE"
6499369,map16-uu-ultrasonic-live-4G,860548047917452,8942310220000886584F,27,"2021-01-26 08:48:10","2021-01-26 08:41:52",2672,3.62,19,"FDD LTE"
6499370,map16-uu-ultrasonic-live-4G,860548047917452,8942310220000886584F,28,"2021-01-26 08:48:10","2021-01-26 08:43:52",2705,3.62,19,"FDD LTE"
6499371,map16-uu-ultrasonic-live-4G,860548047917452,8942310220000886584F,29,"2021-01-26 08:48:10","2021-01-26 08:45:52",2722,3.62,19,"FDD LTE"
6499372,map16-uu-ultrasonic-live-4G,860548047917452,8942310220000886584F,30,"2021-01-26 08:48:10","2021-01-26 08:47:52",2687,3.62,19,"FDD LTE"
6499379,map16-uu-ultrasonic-live-4G,860548047916942,8942310220000886949F,7,"2021-01-26 08:48:12","2021-01-26 08:01:54",2429,3.59,28,"FDD LTE"
6499380,map16-uu-ultrasonic-live-4G,860548047916942,8942310220000886949F,8,"2021-01-26 08:48:12","2021-01-26 08:03:54",3675,3.59,28,"FDD LTE"
6499381,map16-uu-ultrasonic-live-4G,860548047916942,8942310220000886949F,9,"2021-01-26 08:48:12","2021-01-26 08:05:54",2421,3.59,28,"FDD LTE"
6499382,map16-uu-ultrasonic-live-4G,860548047916942,8942310220000886949F,10,"2021-01-26 08:48:12","2021-01-26 08:07:54",2427,3.6,28,"FDD LTE"
6499383,map16-uu-ultrasonic-live-4G,860548047916942,8942310220000886949F,11,"2021-01-26 08:48:12","2021-01-26 08:09:54",3694,3.6,28,"FDD LTE"
6499384,map16-uu-ultrasonic-live-4G,860548047916942,8942310220000886949F,12,"2021-01-26 08:48:12","2021-01-26 08:11:54",4943,3.6,28,"FDD LTE"
6499385,map16-uu-ultrasonic-live-4G,860548047916942,8942310220000886949F,13,"2021-01-26 08:48:12","2021-01-26 08:13:54",2462,3.6,28,"FDD LTE"
6499386,map16-uu-ultrasonic-live-4G,860548047916942,8942310220000886949F,14,"2021-01-26 08:48:12","2021-01-26 08:15:54",4943,3.6,28,"FDD LTE"
6499387,map16-uu-ultrasonic-live-4G,860548047916942,8942310220000886949F,15,"2021-01-26 08:48:12","2021-01-26 08:17:54",2407,3.6,28,"FDD LTE"
6499388,map16-uu-ultrasonic-live-4G,860548047916942,8942310220000886949F,16,"2021-01-26 08:48:12","2021-01-26 08:19:54",2422,3.6,28,"FDD LTE"
6499389,map16-uu-ultrasonic-live-4G,860548047916942,8942310220000886949F,17,"2021-01-26 08:48:12","2021-01-26 08:21:54",3711,3.6,28,"FDD LTE"
6499390,map16-uu-ultrasonic-live-4G,860548047916942,8942310220000886949F,18,"2021-01-26 08:48:12","2021-01-26 08:23:54",4942,3.6,28,"FDD LTE"
6499391,map16-uu-ultrasonic-live-4G,860548047916942,8942310220000886949F,19,"2021-01-26 08:48:12","2021-01-26 08:25:54",2408,3.6,28,"FDD LTE"
6499392,map16-uu-ultrasonic-live-4G,860548047916942,8942310220000886949F,20,"2021-01-26 08:48:12","2021-01-26 08:27:54",2416,3.6,28,"FDD LTE"
6499393,map16-uu-ultrasonic-live-4G,860548047916942,8942310220000886949F,21,"2021-01-26 08:48:12","2021-01-26 08:29:54",2422,3.6,28,"FDD LTE"
6499394,map16-uu-ultrasonic-live-4G,860548047916942,8942310220000886949F,22,"2021-01-26 08:48:12","2021-01-26 08:31:54",2417,3.6,28,"FDD LTE"
6499395,map16-uu-ultrasonic-live-4G,860548047916942,8942310220000886949F,23,"2021-01-26 08:48:12","2021-01-26 08:33:54",2425,3.6,28,"FDD LTE"
6499396,map16-uu-ultrasonic-live-4G,860548047916942,8942310220000886949F,24,"2021-01-26 08:48:12","2021-01-26 08:35:54",2415,3.6,28,"FDD LTE"
6499397,map16-uu-ultrasonic-live-4G,860548047916942,8942310220000886949F,25,"2021-01-26 08:48:12","2021-01-26 08:37:54",4941,3.6,28,"FDD LTE"
6499398,map16-uu-ultrasonic-live-4G,860548047916942,8942310220000886949F,26,"2021-01-26 08:48:12","2021-01-26 08:39:54",2434,3.6,28,"FDD LTE"
6499399,map16-uu-ultrasonic-live-4G,860548047916942,8942310220000886949F,27,"2021-01-26 08:48:12","2021-01-26 08:41:54",2416,3.61,28,"FDD LTE"
6499400,map16-uu-ultrasonic-live-4G,860548047916942,8942310220000886949F,28,"2021-01-26 08:48:12","2021-01-26 08:43:54",4943,3.61,28,"FDD LTE"
6499401,map16-uu-ultrasonic-live-4G,860548047916942,8942310220000886949F,29,"2021-01-26 08:48:12","2021-01-26 08:45:54",2414,3.61,28,"FDD LTE"
6499402,map16-uu-ultrasonic-live-4G,860548047916942,8942310220000886949F,30,"2021-01-26 08:48:12","2021-01-26 08:47:54",2417,3.61,28,"FDD LTE"
6499409,map16-uu-ultrasonic-live-4G,860548046695505,8942310220000537658F,7,"2021-01-26 08:48:20","2021-01-26 08:02:02",1623,3.57,3,HSPA+
6499410,map16-uu-ultrasonic-live-4G,860548046695505,8942310220000537658F,8,"2021-01-26 08:48:20","2021-01-26 08:04:02",1618,3.57,3,HSPA+
6499411,map16-uu-ultrasonic-live-4G,860548046695505,8942310220000537658F,9,"2021-01-26 08:48:20","2021-01-26 08:06:02",1614,3.58,3,HSPA+
6499412,map16-uu-ultrasonic-live-4G,860548046695505,8942310220000537658F,10,"2021-01-26 08:48:20","2021-01-26 08:08:02",1616,3.58,3,HSPA+
6499413,map16-uu-ultrasonic-live-4G,860548046695505,8942310220000537658F,11,"2021-01-26 08:48:20","2021-01-26 08:10:02",1610,3.58,3,HSPA+
6499414,map16-uu-ultrasonic-live-4G,860548046695505,8942310220000537658F,12,"2021-01-26 08:48:20","2021-01-26 08:12:02",1608,3.58,3,HSPA+
6499415,map16-uu-ultrasonic-live-4G,860548046695505,8942310220000537658F,13,"2021-01-26 08:48:20","2021-01-26 08:14:02",1610,3.58,3,HSPA+
6499416,map16-uu-ultrasonic-live-4G,860548046695505,8942310220000537658F,14,"2021-01-26 08:48:20","2021-01-26 08:16:02",1607,3.58,3,HSPA+
6499417,map16-uu-ultrasonic-live-4G,860548046695505,8942310220000537658F,15,"2021-01-26 08:48:20","2021-01-26 08:18:02",1620,3.58,3,HSPA+
6499418,map16-uu-ultrasonic-live-4G,860548046695505,8942310220000537658F,16,"2021-01-26 08:48:20","2021-01-26 08:20:02",1629,3.58,3,HSPA+
6499419,map16-uu-ultrasonic-live-4G,860548046695505,8942310220000537658F,17,"2021-01-26 08:48:20","2021-01-26 08:22:02",1631,3.58,3,HSPA+
6499420,map16-uu-ultrasonic-live-4G,860548046695505,8942310220000537658F,18,"2021-01-26 08:48:20","2021-01-26 08:24:02",1620,3.58,3,HSPA+
6499421,map16-uu-ultrasonic-live-4G,860548046695505,8942310220000537658F,19,"2021-01-26 08:48:20","2021-01-26 08:26:02",1617,3.58,3,HSPA+
6499422,map16-uu-ultrasonic-live-4G,860548046695505,8942310220000537658F,20,"2021-01-26 08:48:20","2021-01-26 08:28:02",1611,3.58,3,HSPA+
6499423,map16-uu-ultrasonic-live-4G,860548046695505,8942310220000537658F,21,"2021-01-26 08:48:20","2021-01-26 08:30:02",1611,3.58,3,HSPA+
6499424,map16-uu-ultrasonic-live-4G,860548046695505,8942310220000537658F,22,"2021-01-26 08:48:20","2021-01-26 08:32:02",1609,3.58,3,HSPA+
6499425,map16-uu-ultrasonic-live-4G,860548046695505,8942310220000537658F,23,"2021-01-26 08:48:20","2021-01-26 08:34:02",1606,3.58,3,HSPA+
6499426,map16-uu-ultrasonic-live-4G,860548046695505,8942310220000537658F,24,"2021-01-26 08:48:20","2021-01-26 08:36:02",1605,3.58,3,HSPA+
6499427,map16-uu-ultrasonic-live-4G,860548046695505,8942310220000537658F,25,"2021-01-26 08:48:20","2021-01-26 08:38:02",1607,3.58,3,HSPA+
6499428,map16-uu-ultrasonic-live-4G,860548046695505,8942310220000537658F,26,"2021-01-26 08:48:20","2021-01-26 08:40:02",1605,3.59,3,HSPA+
6499429,map16-uu-ultrasonic-live-4G,860548046695505,8942310220000537658F,27,"2021-01-26 08:48:20","2021-01-26 08:42:02",1605,3.59,3,HSPA+
6499430,map16-uu-ultrasonic-live-4G,860548046695505,8942310220000537658F,28,"2021-01-26 08:48:20","2021-01-26 08:44:02",1608,3.59,3,HSPA+
6499431,map16-uu-ultrasonic-live-4G,860548046695505,8942310220000537658F,29,"2021-01-26 08:48:20","2021-01-26 08:46:02",1608,3.59,3,HSPA+
6499432,map16-uu-ultrasonic-live-4G,860548046695505,8942310220000537658F,30,"2021-01-26 08:48:20","2021-01-26 08:48:02",1609,3.59,3,HSPA+
6499439,map16-uu-ultrasonic-live-4G,860548047916777,8942310220000538045F,7,"2021-01-26 08:48:47","2021-01-26 08:02:29",2538,3.65,12,"FDD LTE"
6499440,map16-uu-ultrasonic-live-4G,860548047916777,8942310220000538045F,8,"2021-01-26 08:48:47","2021-01-26 08:04:29",2522,3.65,12,"FDD LTE"
6499441,map16-uu-ultrasonic-live-4G,860548047916777,8942310220000538045F,9,"2021-01-26 08:48:47","2021-01-26 08:06:29",2527,3.65,12,"FDD LTE"
6499442,map16-uu-ultrasonic-live-4G,860548047916777,8942310220000538045F,10,"2021-01-26 08:48:47","2021-01-26 08:08:29",2532,3.65,12,"FDD LTE"
6499443,map16-uu-ultrasonic-live-4G,860548047916777,8942310220000538045F,11,"2021-01-26 08:48:47","2021-01-26 08:10:29",2582,3.65,12,"FDD LTE"
6499444,map16-uu-ultrasonic-live-4G,860548047916777,8942310220000538045F,12,"2021-01-26 08:48:47","2021-01-26 08:12:29",2705,3.65,12,"FDD LTE"
6499445,map16-uu-ultrasonic-live-4G,860548047916777,8942310220000538045F,13,"2021-01-26 08:48:47","2021-01-26 08:14:29",2560,3.65,12,"FDD LTE"
6499446,map16-uu-ultrasonic-live-4G,860548047916777,8942310220000538045F,14,"2021-01-26 08:48:47","2021-01-26 08:16:29",4965,3.65,12,"FDD LTE"
6499447,map16-uu-ultrasonic-live-4G,860548047916777,8942310220000538045F,15,"2021-01-26 08:48:47","2021-01-26 08:18:29",4965,3.66,12,"FDD LTE"
6499448,map16-uu-ultrasonic-live-4G,860548047916777,8942310220000538045F,16,"2021-01-26 08:48:47","2021-01-26 08:20:29",2554,3.66,12,"FDD LTE"
6499449,map16-uu-ultrasonic-live-4G,860548047916777,8942310220000538045F,17,"2021-01-26 08:48:47","2021-01-26 08:22:29",2547,3.66,12,"FDD LTE"
6499450,map16-uu-ultrasonic-live-4G,860548047916777,8942310220000538045F,18,"2021-01-26 08:48:47","2021-01-26 08:24:29",4967,3.66,12,"FDD LTE"
6499451,map16-uu-ultrasonic-live-4G,860548047916777,8942310220000538045F,19,"2021-01-26 08:48:47","2021-01-26 08:26:29",2543,3.66,12,"FDD LTE"
6499452,map16-uu-ultrasonic-live-4G,860548047916777,8942310220000538045F,20,"2021-01-26 08:48:47","2021-01-26 08:28:29",2546,3.66,12,"FDD LTE"
6499453,map16-uu-ultrasonic-live-4G,860548047916777,8942310220000538045F,21,"2021-01-26 08:48:47","2021-01-26 08:30:29",4965,3.66,12,"FDD LTE"
6499454,map16-uu-ultrasonic-live-4G,860548047916777,8942310220000538045F,22,"2021-01-26 08:48:47","2021-01-26 08:32:29",2527,3.67,12,"FDD LTE"
6499455,map16-uu-ultrasonic-live-4G,860548047916777,8942310220000538045F,23,"2021-01-26 08:48:47","2021-01-26 08:34:29",2524,3.67,12,"FDD LTE"
6499456,map16-uu-ultrasonic-live-4G,860548047916777,8942310220000538045F,24,"2021-01-26 08:48:47","2021-01-26 08:36:29",3755,3.67,12,"FDD LTE"
6499457,map16-uu-ultrasonic-live-4G,860548047916777,8942310220000538045F,25,"2021-01-26 08:48:47","2021-01-26 08:38:29",4964,3.67,12,"FDD LTE"
6499458,map16-uu-ultrasonic-live-4G,860548047916777,8942310220000538045F,26,"2021-01-26 08:48:47","2021-01-26 08:40:29",4967,3.67,12,"FDD LTE"
6499459,map16-uu-ultrasonic-live-4G,860548047916777,8942310220000538045F,27,"2021-01-26 08:48:47","2021-01-26 08:42:29",4969,3.67,12,"FDD LTE"
6499460,map16-uu-ultrasonic-live-4G,860548047916777,8942310220000538045F,28,"2021-01-26 08:48:47","2021-01-26 08:44:29",2520,3.67,12,"FDD LTE"
6499461,map16-uu-ultrasonic-live-4G,860548047916777,8942310220000538045F,29,"2021-01-26 08:48:47","2021-01-26 08:46:29",2521,3.67,12,"FDD LTE"
6499462,map16-uu-ultrasonic-live-4G,860548047916777,8942310220000538045F,30,"2021-01-26 08:48:47","2021-01-26 08:48:29",4966,3.67,12,"FDD LTE"
6499469,map16-uu-ultrasonic-live-4G,860548047916348,8942310220000886386F,7,"2021-01-26 08:48:55","2021-01-26 08:02:37",1596,3.58,4,HSPA+TE
6499470,map16-uu-ultrasonic-live-4G,860548047916348,8942310220000886386F,8,"2021-01-26 08:48:55","2021-01-26 08:04:37",1590,3.58,4,HSPA+TE
6499471,map16-uu-ultrasonic-live-4G,860548047916348,8942310220000886386F,9,"2021-01-26 08:48:55","2021-01-26 08:06:37",1592,3.58,4,HSPA+TE
6499472,map16-uu-ultrasonic-live-4G,860548047916348,8942310220000886386F,10,"2021-01-26 08:48:55","2021-01-26 08:08:37",1730,3.58,4,HSPA+TE
6499473,map16-uu-ultrasonic-live-4G,860548047916348,8942310220000886386F,11,"2021-01-26 08:48:55","2021-01-26 08:10:37",1628,3.58,4,HSPA+TE
6499474,map16-uu-ultrasonic-live-4G,860548047916348,8942310220000886386F,12,"2021-01-26 08:48:55","2021-01-26 08:12:37",1683,3.58,4,HSPA+TE
6499475,map16-uu-ultrasonic-live-4G,860548047916348,8942310220000886386F,13,"2021-01-26 08:48:55","2021-01-26 08:14:37",1602,3.58,4,HSPA+TE
6499476,map16-uu-ultrasonic-live-4G,860548047916348,8942310220000886386F,14,"2021-01-26 08:48:55","2021-01-26 08:16:37",1596,3.58,4,HSPA+TE
6499477,map16-uu-ultrasonic-live-4G,860548047916348,8942310220000886386F,15,"2021-01-26 08:48:55","2021-01-26 08:18:37",1599,3.59,4,HSPA+TE
6499478,map16-uu-ultrasonic-live-4G,860548047916348,8942310220000886386F,16,"2021-01-26 08:48:55","2021-01-26 08:20:37",1595,3.59,4,HSPA+TE
6499479,map16-uu-ultrasonic-live-4G,860548047916348,8942310220000886386F,17,"2021-01-26 08:48:55","2021-01-26 08:22:37",1599,3.59,4,HSPA+TE
6499480,map16-uu-ultrasonic-live-4G,860548047916348,8942310220000886386F,18,"2021-01-26 08:48:55","2021-01-26 08:24:37",1590,3.59,4,HSPA+TE
6499481,map16-uu-ultrasonic-live-4G,860548047916348,8942310220000886386F,19,"2021-01-26 08:48:55","2021-01-26 08:26:37",1697,3.59,4,HSPA+TE
6499482,map16-uu-ultrasonic-live-4G,860548047916348,8942310220000886386F,20,"2021-01-26 08:48:55","2021-01-26 08:28:37",1573,3.59,4,HSPA+TE
6499483,map16-uu-ultrasonic-live-4G,860548047916348,8942310220000886386F,21,"2021-01-26 08:48:55","2021-01-26 08:30:37",1650,3.59,4,HSPA+TE
6499484,map16-uu-ultrasonic-live-4G,860548047916348,8942310220000886386F,22,"2021-01-26 08:48:55","2021-01-26 08:32:37",1603,3.59,4,HSPA+TE
6499485,map16-uu-ultrasonic-live-4G,860548047916348,8942310220000886386F,23,"2021-01-26 08:48:55","2021-01-26 08:34:37",1597,3.6,4,HSPA+TE
6499486,map16-uu-ultrasonic-live-4G,860548047916348,8942310220000886386F,24,"2021-01-26 08:48:55","2021-01-26 08:36:37",1601,3.6,4,HSPA+TE
6499487,map16-uu-ultrasonic-live-4G,860548047916348,8942310220000886386F,25,"2021-01-26 08:48:55","2021-01-26 08:38:37",1594,3.6,4,HSPA+TE
6499488,map16-uu-ultrasonic-live-4G,860548047916348,8942310220000886386F,26,"2021-01-26 08:48:55","2021-01-26 08:40:37",1595,3.6,4,HSPA+TE
6499489,map16-uu-ultrasonic-live-4G,860548047916348,8942310220000886386F,27,"2021-01-26 08:48:55","2021-01-26 08:42:37",1601,3.6,4,HSPA+TE
6499490,map16-uu-ultrasonic-live-4G,860548047916348,8942310220000886386F,28,"2021-01-26 08:48:55","2021-01-26 08:44:37",1598,3.6,4,HSPA+TE
6499491,map16-uu-ultrasonic-live-4G,860548047916348,8942310220000886386F,29,"2021-01-26 08:48:55","2021-01-26 08:46:37",1631,3.6,4,HSPA+TE
6499492,map16-uu-ultrasonic-live-4G,860548047916348,8942310220000886386F,30,"2021-01-26 08:48:55","2021-01-26 08:48:37",1613,3.6,4,HSPA+TE
6499499,map16-uu-ultrasonic-live-4G,860548047917171,8942310220000886923F,7,"2021-01-26 08:49:00","2021-01-26 08:02:42",1785,3.62,18,"FDD LTE"
6499500,map16-uu-ultrasonic-live-4G,860548047917171,8942310220000886923F,8,"2021-01-26 08:49:00","2021-01-26 08:04:42",1782,3.62,18,"FDD LTE"
6499501,map16-uu-ultrasonic-live-4G,860548047917171,8942310220000886923F,9,"2021-01-26 08:49:00","2021-01-26 08:06:42",1782,3.62,18,"FDD LTE"
6499502,map16-uu-ultrasonic-live-4G,860548047917171,8942310220000886923F,10,"2021-01-26 08:49:00","2021-01-26 08:08:42",1783,3.62,18,"FDD LTE"
6499503,map16-uu-ultrasonic-live-4G,860548047917171,8942310220000886923F,11,"2021-01-26 08:49:00","2021-01-26 08:10:42",1784,3.63,18,"FDD LTE"
6499504,map16-uu-ultrasonic-live-4G,860548047917171,8942310220000886923F,12,"2021-01-26 08:49:00","2021-01-26 08:12:42",1780,3.63,18,"FDD LTE"
6499505,map16-uu-ultrasonic-live-4G,860548047917171,8942310220000886923F,13,"2021-01-26 08:49:00","2021-01-26 08:14:42",1772,3.63,18,"FDD LTE"
6499506,map16-uu-ultrasonic-live-4G,860548047917171,8942310220000886923F,14,"2021-01-26 08:49:00","2021-01-26 08:16:42",1773,3.63,18,"FDD LTE"
6499507,map16-uu-ultrasonic-live-4G,860548047917171,8942310220000886923F,15,"2021-01-26 08:49:00","2021-01-26 08:18:42",1769,3.63,18,"FDD LTE"
6499508,map16-uu-ultrasonic-live-4G,860548047917171,8942310220000886923F,16,"2021-01-26 08:49:00","2021-01-26 08:20:42",1764,3.64,18,"FDD LTE"
6499509,map16-uu-ultrasonic-live-4G,860548047917171,8942310220000886923F,17,"2021-01-26 08:49:00","2021-01-26 08:22:42",1757,3.64,18,"FDD LTE"
6499510,map16-uu-ultrasonic-live-4G,860548047917171,8942310220000886923F,18,"2021-01-26 08:49:00","2021-01-26 08:24:42",1757,3.64,18,"FDD LTE"
6499511,map16-uu-ultrasonic-live-4G,860548047917171,8942310220000886923F,19,"2021-01-26 08:49:00","2021-01-26 08:26:42",1750,3.64,18,"FDD LTE"
6499512,map16-uu-ultrasonic-live-4G,860548047917171,8942310220000886923F,20,"2021-01-26 08:49:00","2021-01-26 08:28:42",1754,3.64,18,"FDD LTE"
6499513,map16-uu-ultrasonic-live-4G,860548047917171,8942310220000886923F,21,"2021-01-26 08:49:00","2021-01-26 08:30:42",1757,3.64,18,"FDD LTE"
6499514,map16-uu-ultrasonic-live-4G,860548047917171,8942310220000886923F,22,"2021-01-26 08:49:00","2021-01-26 08:32:42",1753,3.64,18,"FDD LTE"
6499515,map16-uu-ultrasonic-live-4G,860548047917171,8942310220000886923F,23,"2021-01-26 08:49:00","2021-01-26 08:34:42",1752,3.64,18,"FDD LTE"
6499516,map16-uu-ultrasonic-live-4G,860548047917171,8942310220000886923F,24,"2021-01-26 08:49:00","2021-01-26 08:36:42",1747,3.64,18,"FDD LTE"
6499517,map16-uu-ultrasonic-live-4G,860548047917171,8942310220000886923F,25,"2021-01-26 08:49:00","2021-01-26 08:38:42",1742,3.64,18,"FDD LTE"
6499518,map16-uu-ultrasonic-live-4G,860548047917171,8942310220000886923F,26,"2021-01-26 08:49:00","2021-01-26 08:40:42",1739,3.64,18,"FDD LTE"
6499519,map16-uu-ultrasonic-live-4G,860548047917171,8942310220000886923F,27,"2021-01-26 08:49:00","2021-01-26 08:42:42",1733,3.64,18,"FDD LTE"
6499520,map16-uu-ultrasonic-live-4G,860548047917171,8942310220000886923F,28,"2021-01-26 08:49:00","2021-01-26 08:44:42",1739,3.64,18,"FDD LTE"
6499521,map16-uu-ultrasonic-live-4G,860548047917171,8942310220000886923F,29,"2021-01-26 08:49:00","2021-01-26 08:46:42",1734,3.64,18,"FDD LTE"
6499522,map16-uu-ultrasonic-live-4G,860548047917171,8942310220000886923F,30,"2021-01-26 08:49:00","2021-01-26 08:48:42",1742,3.64,18,"FDD LTE"
6499528,map16-uu-ultrasonic-live-4G,860548047916983,8942310220000886600F,6,"2021-01-26 08:49:54","2021-01-26 08:01:36",571,3.62,16,"FDD LTE"
6499529,map16-uu-ultrasonic-live-4G,860548047916983,8942310220000886600F,7,"2021-01-26 08:49:54","2021-01-26 08:03:36",571,3.62,16,"FDD LTE"
6499530,map16-uu-ultrasonic-live-4G,860548047916983,8942310220000886600F,8,"2021-01-26 08:49:54","2021-01-26 08:05:36",569,3.62,16,"FDD LTE"
6499531,map16-uu-ultrasonic-live-4G,860548047916983,8942310220000886600F,9,"2021-01-26 08:49:54","2021-01-26 08:07:36",566,3.62,16,"FDD LTE"
6499532,map16-uu-ultrasonic-live-4G,860548047916983,8942310220000886600F,10,"2021-01-26 08:49:54","2021-01-26 08:09:36",570,3.62,16,"FDD LTE"
6499533,map16-uu-ultrasonic-live-4G,860548047916983,8942310220000886600F,11,"2021-01-26 08:49:54","2021-01-26 08:11:36",568,3.62,16,"FDD LTE"
6499534,map16-uu-ultrasonic-live-4G,860548047916983,8942310220000886600F,12,"2021-01-26 08:49:54","2021-01-26 08:13:36",564,3.62,16,"FDD LTE"
6499535,map16-uu-ultrasonic-live-4G,860548047916983,8942310220000886600F,13,"2021-01-26 08:49:54","2021-01-26 08:15:36",566,3.62,16,"FDD LTE"
6499536,map16-uu-ultrasonic-live-4G,860548047916983,8942310220000886600F,14,"2021-01-26 08:49:54","2021-01-26 08:17:36",572,3.63,16,"FDD LTE"
6499537,map16-uu-ultrasonic-live-4G,860548047916983,8942310220000886600F,15,"2021-01-26 08:49:54","2021-01-26 08:19:36",568,3.63,16,"FDD LTE"
6499538,map16-uu-ultrasonic-live-4G,860548047916983,8942310220000886600F,16,"2021-01-26 08:49:54","2021-01-26 08:21:36",570,3.63,16,"FDD LTE"
6499539,map16-uu-ultrasonic-live-4G,860548047916983,8942310220000886600F,17,"2021-01-26 08:49:54","2021-01-26 08:23:36",561,3.63,16,"FDD LTE"
6499540,map16-uu-ultrasonic-live-4G,860548047916983,8942310220000886600F,18,"2021-01-26 08:49:54","2021-01-26 08:25:36",567,3.63,16,"FDD LTE"
